# ThriveSpace Synthetic Wellness & Burnout Prototype Dataset
# NOTICE: This dataset is synthetic and is used only to demonstrate the machine-learning pipeline.
# Model results must not be interpreted as clinical or diagnostic evidence.
# Target: 0 = Low Risk, 1 = Moderate Risk, 2 = Elevated Risk
sleep_hours,work_study_hours,stress_level,physical_activity_minutes,mood_rating,journal_sentiment,negative_emotion_frequency,synthetic_risk_index,risk_class
5.6,11.8,8,14.0,2,-0.418,0.588,72.8,2
7.5,7.7,4,0.0,3,-0.145,0.214,37.8,1
7.0,5.3,3,59.0,5,0.637,0.0,9.7,0
3.0,14.1,7,19.0,2,0.225,0.584,80.3,2
7.0,5.7,2,62.0,5,0.839,0.0,6.6,0
6.7,7.7,7,56.0,2,-0.486,0.576,51.1,1
5.6,9.7,10,17.0,1,-0.62,0.844,77.9,2
8.0,5.4,4,28.0,5,0.638,0.0,15.1,0
8.3,3.7,3,64.0,5,0.489,0.0,5.8,0
6.6,8.1,4,37.0,5,0.629,0.0,28.1,0
6.1,7.7,6,30.0,4,0.365,0.195,37.4,1
3.6,8.9,8,0.0,3,0.157,0.467,66.8,1
6.8,6.2,6,30.0,4,0.454,0.055,29.5,0
9.0,7.7,2,55.0,5,0.484,0.0,11.3,0
7.6,2.2,5,25.0,5,0.354,0.091,17.9,0
8.2,5.7,3,61.0,4,0.022,0.0,13.6,0
7.7,7.5,2,49.0,4,-0.094,0.0,18.3,0
6.3,5.8,5,43.0,3,0.031,0.276,35.4,1
10.3,6.5,2,58.0,4,0.459,0.0,13.2,0
6.8,8.5,7,28.0,3,0.044,0.439,39.4,1
7.0,5.5,1,55.0,4,0.392,0.0,12.9,0
6.0,9.6,6,16.0,4,0.623,0.156,38.8,1
5.7,10.0,9,0.0,3,-0.086,0.565,61.5,1
8.4,3.8,3,50.0,4,0.255,0.0,14.6,0
6.5,8.7,5,22.0,3,-0.132,0.285,46.0,1
6.6,4.0,6,44.0,3,-0.035,0.235,35.0,1
7.9,4.4,4,31.0,3,0.064,0.181,25.5,0
6.0,6.9,8,31.0,4,0.234,0.381,41.3,1
7.2,4.8,4,67.0,3,-0.03,0.126,28.3,0
4.7,10.5,9,15.0,2,-0.417,0.685,74.8,2
8.8,6.7,3,46.0,5,0.397,0.0,17.6,0
7.8,4.0,4,58.0,4,0.341,0.074,13.7,0
9.0,3.5,2,51.0,4,0.154,0.0,11.2,0
5.8,5.8,7,47.0,5,0.95,0.102,28.8,0
5.5,12.1,9,0.0,1,-0.586,0.778,80.9,2
8.0,9.5,1,39.0,5,0.673,0.0,10.5,0
8.1,7.3,4,32.0,5,0.478,0.007,21.5,0
7.0,6.5,4,53.0,5,0.834,0.042,15.4,0
5.4,10.9,8,4.0,2,-0.001,0.694,70.2,2
7.7,8.9,4,34.0,4,0.122,0.113,29.4,0
7.1,7.7,7,32.0,3,0.204,0.338,46.2,1
4.1,9.3,8,0.0,2,-0.26,0.344,68.4,2
9.7,6.4,4,33.0,4,0.399,0.117,23.4,0
5.1,8.9,9,5.0,2,0.073,0.723,66.9,1
6.0,7.6,7,18.0,4,0.246,0.252,42.6,1
7.8,9.1,5,54.0,4,0.325,0.213,27.9,0
3.8,13.0,9,0.0,1,-0.922,0.857,92.1,2
8.9,8.6,4,52.0,4,0.13,0.018,24.3,0
6.5,10.4,7,9.0,1,-0.123,0.584,63.2,1
6.0,6.7,6,19.0,3,-0.003,0.381,41.1,1
4.7,11.4,7,32.0,2,-0.169,0.419,64.2,1
6.2,7.9,5,32.0,4,0.423,0.148,31.3,0
4.5,10.0,8,22.0,3,-0.433,0.538,68.2,2
3.8,13.0,10,10.0,3,-0.199,0.63,77.0,2
6.3,7.3,7,16.0,2,0.018,0.516,53.5,1
8.9,5.7,4,58.0,4,-0.163,0.011,20.0,0
8.7,6.8,7,42.0,3,0.119,0.485,35.6,1
5.3,11.0,9,0.0,2,-0.476,0.507,73.3,2
5.4,10.8,8,1.0,2,-0.253,0.465,66.9,1
8.7,8.7,4,25.0,5,0.453,0.0,23.6,0
4.9,10.2,8,31.0,3,-0.321,0.519,61.0,1
4.7,12.5,8,0.0,2,-0.117,0.498,75.0,2
6.8,7.1,7,6.0,4,0.286,0.284,41.3,1
8.5,7.6,2,35.0,4,0.096,0.0,17.9,0
8.1,5.6,4,65.0,5,0.96,0.014,11.0,0
5.3,12.0,9,12.0,2,-0.046,0.565,71.0,2
7.1,7.0,4,24.0,3,-0.049,0.195,33.9,0
7.4,8.1,3,45.0,4,0.232,0.0,23.3,0
3.9,11.0,8,0.0,2,-0.294,0.537,78.5,2
6.6,7.0,3,45.0,4,0.172,0.046,22.4,0
4.1,15.0,8,5.0,1,-0.824,0.692,89.4,2
4.1,10.8,9,1.0,3,-0.074,0.546,67.8,2
6.7,4.9,6,30.0,3,-0.032,0.335,39.2,1
4.5,12.1,10,3.0,2,-0.45,0.625,80.4,2
7.7,8.7,5,14.0,2,-0.57,0.41,48.6,1
8.4,3.4,2,63.0,5,0.375,0.0,6.3,0
4.9,12.6,9,10.0,1,-0.443,0.699,80.5,2
9.0,8.6,5,22.0,3,0.047,0.264,40.4,1
5.5,11.7,7,6.0,3,-0.352,0.456,62.7,1
8.2,6.7,3,40.0,3,0.064,0.0,21.4,0
7.5,2.5,4,40.0,4,0.329,0.005,19.8,0
9.0,7.8,7,43.0,4,0.378,0.423,35.8,1
6.1,7.8,5,51.0,4,0.025,0.132,31.9,0
5.1,14.0,9,0.0,3,0.296,0.508,64.9,1
8.1,7.8,3,25.0,4,0.298,0.118,23.1,0
7.5,4.3,3,45.0,4,0.369,0.0,14.2,0
4.8,8.9,9,2.0,1,-0.542,0.736,79.2,2
8.1,5.8,5,29.0,2,0.04,0.361,37.2,1
4.6,14.4,8,20.0,2,-0.203,0.578,74.1,2
8.4,6.0,5,2.0,3,-0.266,0.085,31.2,0
5.1,10.5,10,16.0,1,-0.616,0.985,78.4,2
5.5,13.2,9,1.0,1,-0.633,0.733,82.9,2
8.1,4.5,5,45.0,5,0.517,0.0,9.7,0
8.7,5.0,2,51.0,4,0.536,0.0,9.5,0
5.8,9.1,7,0.0,1,-0.471,0.623,64.3,1
4.2,10.1,9,5.0,2,0.088,0.635,72.1,2
8.6,4.7,5,48.0,3,-0.013,0.281,26.2,0
7.9,6.9,1,46.0,4,0.221,0.0,15.4,0
6.0,8.5,3,41.0,3,-0.065,0.06,35.5,1
6.5,8.5,5,20.0,2,-0.281,0.376,54.3,1
4.6,11.5,9,0.0,2,-0.348,0.482,75.1,2
6.8,6.0,4,35.0,4,0.304,0.103,26.9,0
4.1,7.5,8,1.0,2,-0.348,0.547,68.1,2
4.6,10.2,9,27.0,3,-0.233,0.611,66.2,1
4.3,12.5,8,14.0,2,-0.176,0.687,77.8,2
3.5,10.8,8,10.0,2,-0.164,0.584,73.1,2
5.2,9.8,5,12.0,3,-0.053,0.276,50.4,1
6.7,8.1,7,18.0,3,-0.092,0.236,44.6,1
6.3,7.9,5,5.0,3,-0.082,0.221,43.6,1
7.4,6.8,7,28.0,1,-0.256,0.524,53.2,1
6.8,6.8,4,49.0,4,0.518,0.042,21.8,0
7.9,6.5,2,46.0,4,0.376,0.0,10.5,0
5.9,7.7,7,41.0,3,0.159,0.476,48.1,1
6.6,7.7,7,20.0,2,-0.524,0.601,60.0,1
4.5,11.3,8,22.0,1,-0.623,0.743,72.9,2
6.5,7.1,8,1.0,2,-0.361,0.531,60.5,1
5.2,12.0,10,48.0,2,-0.596,0.583,72.1,2
7.0,5.8,2,45.0,4,0.571,0.0,13.7,0
5.8,8.7,6,24.0,3,0.287,0.38,46.0,1
5.5,11.1,9,0.0,2,-0.336,0.676,71.7,2
3.1,10.4,7,28.0,3,0.031,0.34,62.9,1
8.4,3.6,3,28.0,4,0.17,0.0,18.2,0
7.1,5.1,2,63.0,5,0.636,0.0,7.3,0
7.7,8.4,5,29.0,4,0.396,0.113,29.3,0
3.6,11.6,8,1.0,1,-0.795,0.745,85.2,2
7.5,10.4,5,19.0,4,0.975,0.045,27.7,0
7.1,4.8,4,41.0,5,0.598,0.0,14.3,0
5.5,9.2,8,22.0,5,0.501,0.32,46.5,1
7.1,8.9,7,3.0,4,0.316,0.344,41.2,1
6.3,11.1,8,29.0,2,-0.305,0.615,64.1,1
7.9,5.7,4,36.0,3,0.045,0.104,26.6,0
8.0,5.8,4,52.0,5,0.555,0.0,12.5,0
8.9,6.7,2,48.0,4,0.743,0.0,11.2,0
5.1,10.5,9,0.0,2,-0.536,0.646,71.2,2
5.3,11.1,8,18.0,2,-0.139,0.542,65.7,1
4.4,12.7,6,16.0,3,0.455,0.384,59.5,1
7.5,6.1,3,24.0,4,0.277,0.0,17.7,0
8.4,5.1,4,50.0,4,0.516,0.109,17.3,0
6.5,7.8,4,78.0,3,-0.082,0.208,35.7,1
7.8,7.7,4,54.0,4,0.511,0.114,17.4,0
3.9,9.4,9,0.0,2,-0.279,0.596,72.5,2
4.6,10.2,8,26.0,2,-0.255,0.566,68.1,2
7.1,7.9,6,27.0,3,0.439,0.298,35.9,1
9.1,7.1,1,24.0,4,0.161,0.0,19.5,0
7.4,6.5,5,29.0,3,-0.127,0.259,32.0,0
4.4,11.8,9,22.0,2,-0.211,0.707,75.2,2
9.5,6.3,3,39.0,4,0.321,0.0,19.1,0
8.5,6.0,2,43.0,5,0.3,0.0,9.1,0
4.5,13.2,10,30.0,4,0.586,0.59,66.3,1
6.5,8.7,4,28.0,3,0.089,0.078,35.6,1
5.7,8.0,8,5.0,3,-0.043,0.445,56.1,1
9.3,6.7,2,38.0,5,0.931,0.0,11.8,0
7.0,9.7,3,50.0,5,0.032,0.0,24.8,0
5.4,7.9,7,48.0,5,0.461,0.246,36.1,1
6.0,14.1,8,0.0,2,-0.43,0.633,70.3,2
7.2,4.4,5,60.0,4,0.124,0.137,21.5,0
5.6,12.9,8,0.0,1,-0.572,0.679,82.3,2
6.3,10.2,6,40.0,3,0.156,0.286,48.4,1
3.5,12.4,7,5.0,1,-0.83,0.702,84.7,2
5.1,11.4,7,2.0,1,-1.0,0.48,74.8,2
5.2,11.5,9,0.0,2,-0.23,0.637,76.3,2
8.5,7.2,5,18.0,4,0.285,0.0,28.2,0
9.0,6.5,3,47.0,3,-0.223,0.072,20.3,0
5.3,8.5,3,29.0,3,-0.089,0.017,39.8,1
4.9,13.6,9,48.0,1,-0.637,0.833,80.1,2
8.5,6.0,2,69.0,5,0.438,0.0,4.4,0
7.6,4.3,2,25.0,4,0.411,0.0,15.5,0
5.1,8.9,8,24.0,3,0.307,0.628,59.2,1
5.2,11.5,8,6.0,1,-0.451,0.658,73.9,2
7.1,5.5,3,42.0,4,0.19,0.0,22.5,0
10.1,5.7,4,29.0,5,0.792,0.0,13.4,0
5.5,11.2,6,0.0,2,-0.313,0.268,62.9,1
5.1,10.7,6,6.0,1,-0.72,0.622,74.6,2
6.6,5.9,4,5.0,3,0.292,0.258,34.5,1
5.0,9.3,9,21.0,1,-0.112,0.881,76.3,2
9.0,6.0,4,44.0,5,0.698,0.011,7.6,0
7.1,7.9,4,0.0,3,-0.096,0.053,34.3,1
5.3,8.9,8,12.0,3,-0.331,0.396,58.6,1
8.0,7.9,4,35.0,4,0.013,0.032,23.7,0
7.4,9.0,3,12.0,4,0.435,0.0,28.9,0
8.7,4.9,3,32.0,4,-0.023,0.0,17.8,0
7.3,3.6,2,37.0,4,0.386,0.0,13.4,0
6.8,9.1,6,12.0,3,-0.177,0.369,47.9,1
7.4,5.8,3,47.0,5,0.541,0.0,11.3,0
3.7,11.0,8,6.0,2,-0.269,0.53,75.5,2
8.8,6.4,3,66.0,4,0.457,0.0,16.5,0
7.1,9.1,5,0.0,3,0.41,0.244,37.4,1
8.1,4.2,3,64.0,5,0.319,0.0,5.7,0
7.6,4.7,1,36.0,5,0.059,0.0,9.7,0
6.6,5.5,5,37.0,4,-0.098,0.128,28.0,0
6.4,7.3,6,21.0,3,0.028,0.266,41.7,1
8.6,6.2,4,45.0,5,0.579,0.0,14.7,0
7.7,5.7,1,39.0,4,0.548,0.0,10.0,0
5.8,13.3,8,10.0,2,-0.177,0.501,67.4,2
8.2,8.3,1,61.0,3,0.191,0.0,14.9,0
4.4,10.8,9,11.0,1,0.086,0.731,74.8,2
3.0,11.8,9,0.0,1,-0.472,0.83,92.0,2
5.9,12.8,8,21.0,2,-0.477,0.545,68.7,2
